0.11363,0.96338,0.61613,0.95272,0.16647,0.94627,0.6105,0.93956,0.11405,0.96323,0.61683,0.95272,0.18482,0.94041,0.60995,0.93827,5.7669,2702,9.0506,65531,8672,6824.9,5114,68,4602,47923,0,0,0,0,65463,13359,2.4846,10162,39.698,1.0326e+08
0.101,0.82668,0.8836,0.97537,0.15494,0.73188,0.87834,0.9709,0.11149,0.80815,0.88331,0.97451,0.16094,0.72166,0.87822,0.97054,4.5446,3984,14.679,65519,5849.9,5570.2,2656,664,664,44748,0,0,0,0,64855,10613,3.1379,8855.5,67.73,7.842e+07
0.58194,0.94524,0.081016,0.79772,0.9353,0.91202,0.072408,0.75095,0.56052,0.94732,0.08258,0.80397,0.96658,0.90908,0.071235,0.7459,7.7104,33897,1.7805,65499,27649,16511,26729,658,658,63050,0,0,0,0,64841,33527,0.17094,18963,75.356,3.596e+08
0.48712,0.82158,0.51034,0.88099,0.77153,0.71705,0.48926,0.85682,0.56158,0.79426,0.5062,0.87476,0.79677,0.70777,0.48838,0.85601,6.5562,18849,3.3497,65463,16032,10381,13877,660,660,52362,0,0,0,0,64803,20414,0.87392,12638,81.629,1.5973e+08
0.14147,0.96,0.56054,0.94158,0.23191,0.93452,0.55046,0.92352,0.1409,0.9603,0.55991,0.94317,0.21655,0.93884,0.55202,0.92797,5.0638,4619,7.7982,65434,8993.9,7902,4618,659,4618,51342,0,0,0,0,64775,14338,2.2546,11167,44.067,1.247e+08
0.061566,0.73549,0.91914,0.98287,0.086382,0.62846,0.91518,0.98032,0.070159,0.70192,0.91805,0.98234,0.092318,0.60296,0.91529,0.9801,5.4279,6782,13.633,65475,7046.8,5410.4,4580,662,662,38874,0,0,0,0,64813,10735,2.7723,8099.3,95.477,6.5598e+07
0.35677,0.9557,0.21576,0.86504,0.51233,0.93643,0.20711,0.83653,0.33462,0.95853,0.21709,0.86897,0.60852,0.92448,0.20266,0.82196,6.6776,28554,2.2454,65495,18402,14791,12996,659,659,58272,0,0,0,0,64836,25067,0.70191,17020,68.653,2.8969e+08
0.30233,0.79487,0.65388,0.9214,0.46148,0.68552,0.63699,0.90547,0.32929,0.77548,0.65122,0.91875,0.4756,0.67594,0.63447,0.90485,6.0934,15256,5.0526,65531,11848,8853.6,8600,661,661,48509,0,0,0,0,64870,16277,1.3611,11162,79.47,1.2458e+08
0.37767,0.80558,0.32738,0.8354,0.43074,0.77805,0.32414,0.82684,0.36458,0.81389,0.32661,0.83769,0.431,0.77801,0.32384,0.82577,5.8092,4636,15.721,65523,11862,4570.3,10489,4,479,50212,0,0,0,0,65519,14395,3.0736,8155.4,31.858,6.6511e+07
0.26425,0.71294,0.69568,0.92916,0.2881,0.68739,0.69433,0.928,0.26737,0.71155,0.69469,0.92888,0.28626,0.68943,0.69239,0.92714,5.6331,9903,6.9587,65463,9439.1,6851.7,6601,660,660,41434,0,0,0,0,64803,13178,1.8004,9195.5,65.854,8.4557e+07
0.51369,0.90906,0.13926,0.79658,0.67868,0.87986,0.13217,0.77003,0.51126,0.90952,0.13907,0.79652,0.72054,0.87243,0.13222,0.76932,7.0215,14282,4.0458,65391,16867,10784,10913,40,8708,57228,0,0,0,0,65351,21694,1.413,13643,53.296,1.8613e+08
0.25187,0.77737,0.67257,0.93196,0.34868,0.69149,0.65905,0.92123,0.24934,0.77898,0.67155,0.93216,0.35007,0.69026,0.66068,0.9231,5.8838,11243,6.5491,65531,10838,7364.8,7935,661,2645,44411,0,0,0,0,64870,14519,1.6707,9662.4,68.869,9.3361e+07
0.29069,0.81688,0.29381,0.87578,0.33403,0.78894,0.28801,0.86717,0.29619,0.81335,0.29284,0.87384,0.3323,0.79009,0.28855,0.8667,4.7529,10659,10.808,65523,7484.4,5839.8,7479,4,312,41536,0,0,0,0,65519,11064,2.1509,8148.5,31.84,6.6398e+07
0.17157,0.59422,0.77353,0.94923,0.18893,0.55234,0.77182,0.94848,0.17866,0.57554,0.77424,0.94974,0.18139,0.5702,0.7727,0.94898,6.4802,10726,4.0792,60461,10207,5917.6,8892,387,1317,29194,0,0,0,0,60074,12519,0.89283,7248.6,69.886,5.2543e+07
0.46186,0.90928,0.15924,0.80885,0.7483,0.85309,0.14916,0.76837,0.52552,0.89704,0.15625,0.79626,0.57921,0.88629,0.15308,0.78828,6.8916,13114,4.5537,65511,14684,9925.5,8974,36,5701,54229,0,0,0,0,65475,19393,1.5267,12667,49.488,1.6047e+08
0.086857,0.84926,0.80607,0.96607,0.15313,0.73451,0.79093,0.95468,0.1007,0.82689,0.80356,0.96365,0.11285,0.80435,0.79935,0.96132,5.5363,10225,9.5489,65288,8590.4,6467.6,5947,660,660,42425,0,0,0,0,64628,12327,2.1382,8841.8,75.147,7.8178e+07
0.52921,0.91495,0.1185,0.79257,0.76634,0.87687,0.11129,0.76009,0.60717,0.90242,0.11734,0.7834,0.82319,0.86774,0.11081,0.75751,7.119,18497,3.363,65531,17240,11640,10647,56,7629,56443,0,0,0,0,65475,22312,1.1902,14164,55.331,2.0061e+08
0.073958,0.83978,0.82474,0.97096,0.10302,0.77732,0.81468,0.96366,0.080683,0.82733,0.8214,0.96878,0.11851,0.74382,0.81295,0.96229,5.439,9679,9.9362,65523,7946.8,6078.3,5318,664,664,37531,0,0,0,0,64859,11393,2.1034,8164.3,70.503,6.6656e+07
0.63733,0.90417,0.089799,0.76194,0.91697,0.86229,0.083185,0.72799,0.66774,0.89971,0.089201,0.75898,0.84437,0.8732,0.084509,0.73572,7.445,22464,2.542,65523,20693,12562,14667,128,483,56570,0,0,0,0,65395,25432,0.83342,14785,57.769,2.186e+08
